"","RotSFPLS","RotSFPCA","RSFL","RSFMax","RSFCI","NOBJ","CoxLasso","CoxRidge","CoxBoost","RotSFPLS","RotSFPCA","RSFL","RSFMax","RSFCI","NOBJ","CoxLasso","CoxRidge","CoxBoost"
"1",0.517276570928707,0.494095349176265,0.469747776643826,0.514214900131214,0.475142149001312,0.537833503426155,NA,0.547164309666132,0.512902755503718,0.121354997438153,0.122332721112717,0.13554453135947,0.128242937413672,0.132439743014173,0.12410680797032,NA,0.120951975797121,0.12619879344775
"2",0.539784946236559,0.498165717900063,0.452624920936116,0.541808981657179,0.526881720430108,0.508918406072106,NA,0.52662871600253,0.550031625553447,0.0852828829175087,0.0783522581586211,0.110203034146955,0.0998943864243645,0.109883392982528,0.0778858393723425,NA,0.0771782664861084,0.0794202708214456
"3",0.504326854873032,0.524187828060718,0.44176478933182,0.456660519222585,0.557951482479784,0.514824797843666,0.414385019151653,NA,0.479216910200028,0.141096498644815,0.140513207670162,0.149199838454478,0.14337072236419,0.146691954655699,0.142722774620403,0.139390079023683,NA,0.150656748513031
"4",0.518657198192382,0.532859909619109,0.462233699160749,0.543834732085216,0.512330535829567,0.52317624273725,NA,NA,0.47088444157521,0.0839727479933599,0.0781401543433764,0.110630197854857,0.100016788819909,0.109045981181902,0.0773670140427459,NA,NA,0.0782523195264594
"5",0.502054115313784,0.520611984700383,0.46068848278793,0.510978892194362,0.506587335316617,0.539594843462247,0.510978892194362,0.515228785947018,0.486471171554045,0.0856181157735726,0.0835829451103948,0.110384842552318,0.0995066491060901,0.10863307859414,0.0840390586081258,0.0854979904334221,0.0842888831496331,0.0891690385849063
"6",0.533557480925902,0.447691710849606,0.412000517263675,0.500193973878184,0.520367257209362,0.510797879218932,0.474589421957843,0.541445751972068,0.496831759989655,0.116348353567856,0.11435308354848,0.130874345558224,0.123738567555891,0.130597632953757,0.115313558475317,0.115639601512382,0.114652850157216,0.124586937108095
"7",0.519364161849711,0.509537572254335,0.421676300578035,0.531647398843931,0.514306358381503,0.51228323699422,NA,NA,0.548554913294798,0.129218613823622,0.126579569251276,0.13575746041111,0.12918366964269,0.134858089266619,0.126265238759038,NA,NA,0.140965783059264
"8",0.536028567784721,0.46971049611019,0.452110700165795,0.496237724780003,0.492921821196276,0.511286825659992,0.493176890702717,0.540109679887769,0.496492794286443,0.0778317101424801,0.0775675757802538,0.109384386482127,0.0957026298585431,0.106448564962632,0.0776215959171921,0.0773363995894706,0.0768578436861391,0.0825139224470742
"9",0.52428988585081,0.51460047783382,0.478364746482612,0.510883992567029,0.5560127422352,0.484470400849482,NA,NA,0.559198301035307,0.120585196066486,0.117954059333263,0.131552103324055,0.123339847950273,0.129838126258537,0.117567121751299,NA,NA,0.125630455609938
"10",0.552950910093767,0.499724214009928,0.467870932156646,0.538058466629895,0.539988968560397,0.516409266409266,0.48303916161059,0.54853833425262,0.480143408714837,0.080483990005024,0.07907223278012,0.109517971460525,0.0988774533507889,0.107659656027048,0.0793211374675281,0.0797764431119144,0.0791456394539458,0.0866449819550817
"11",0.584864338727339,0.553108650687432,0.510767733300888,0.525854726852415,0.529991483148802,0.563815549336902,NA,0.565762258182261,0.521596301253194,0.118508639372031,0.113754016483898,0.128570361331105,0.12347856511827,0.127403435574134,0.114414951497499,NA,0.115093321223001,0.117740311533245
"12",0.542326967357443,0.518352973046187,0.480021671407287,0.53866991737776,0.557767845049438,0.537180008126778,NA,NA,0.531355817418394,0.0929264864882655,0.0905879267263673,0.113542914123703,0.104013933764612,0.111735908654396,0.089920209473428,NA,NA,0.0989144330715019
"13",0.526947605352007,0.541828185569589,0.540327622858572,0.561710641490559,0.535575840940353,0.504439164686758,NA,0.526947605352007,0.507815430786545,0.103625792030028,0.101066437994772,0.119852862574512,0.112335430617632,0.11964031381174,0.10225003318537,NA,0.101855798867906,0.107877854490718
