"","RotSFPLS","RotSFPCA","RSFL","RSFMax","RSFCI","NOBJ","CoxLasso","CoxRidge","CoxBoost","RotSFPLS","RotSFPCA","RSFL","RSFMax","RSFCI","NOBJ","CoxLasso","CoxRidge","CoxBoost"
"1",0.601204819277109,0.550736278447122,0.57710843373494,0.603480589022758,0.571084337349398,0.557429718875502,NA,0.608701472556894,0.588621151271754,0.1187384622729,0.121685776562074,0.133499097899408,0.129729883495623,0.135358409341539,0.121377372198365,NA,0.11994957129495,0.125444081902438
"2",0.578757875787579,0.553667866786679,0.52992799279928,0.539378937893789,0.543766876687669,0.545454545454545,0.511701170117012,0.54995499549955,0.522502250225023,0.141968447685787,0.134643609744407,0.145473507835728,0.141088325178046,0.146698076872008,0.134360783905871,0.133542645233325,0.132676330913674,0.146439246280536
"3",0.578153684762654,0.576448990296355,0.525963808025177,0.521767637031209,0.548780487804878,0.525832677681616,NA,0.596380802517703,0.518489378442172,0.148007854533007,0.14657639428133,0.158310205240657,0.151172176280177,0.156591508139507,0.149066320819153,NA,0.148330085405858,0.155372937357772
"4",0.552197802197802,0.573946886446887,0.526098901098901,0.565132783882784,0.550480769230769,0.544986263736264,NA,0.565018315018315,0.594665750915751,0.116875982860435,0.110525355765943,0.129412582646891,0.121222688723154,0.130915746302965,0.109740946870721,NA,0.10823385453828,0.118734359289268
"5",0.549375153148738,0.554275912766479,0.564690026954178,0.585395736339133,0.569835824552806,0.553908355795148,0.528056848811566,0.580249938740505,0.552683165890713,0.123474542541167,0.122194805623646,0.139587550573765,0.130296872218911,0.13816509359759,0.124223065572384,0.124978791260958,0.122293309012913,0.136829448613191
"6",0.555325371679259,0.593102607847916,0.546429441871801,0.568730197416525,0.534243236656105,0.554350475262003,0.567755300999269,0.567999025103583,0.586034608822813,0.126378727796995,0.120657578079555,0.136016575109396,0.129457749590476,0.135881292265338,0.120200810262421,0.119614820322306,0.119057547831237,0.126638194436846
"7",0.598968105065666,0.611632270168855,0.544793621013133,0.589821763602251,0.632739212007505,0.597560975609756,NA,0.625586303939962,0.573522514071295,0.131477989154222,0.128596938686608,0.141897616623902,0.136034333571515,0.142745694272377,0.130723563911747,NA,0.130217901101372,0.140997129316472
"8",0.594112399643176,0.59678858162355,0.553205046514592,0.61679622785778,0.577163247100803,0.596151395437747,0.554224544411877,0.638205683700777,0.550019115585574,0.114270315926937,0.11047807927933,0.130327660083851,0.12117002323884,0.129610018252774,0.109491917133817,0.11332762948033,0.111540202473579,0.122550848128608
"9",0.550464105275526,0.592762307601927,0.546116790036423,0.610386558571261,0.586417577252967,0.596287157795794,0.529315004112325,0.619903654094701,0.536247209493596,0.136279425886425,0.134740956219583,0.150235947924741,0.142877137361607,0.14876037109297,0.136036302211323,0.132866426385771,0.133773347175104,0.142605681097659
"10",0.603636826042726,0.604781281790437,0.563199389623601,0.589267548321465,0.574516785350966,0.567777212614446,0.486902339776195,0.590666327568667,0.552772126144456,0.112896479390586,0.109317972509927,0.12618837577335,0.11817740616337,0.125696473600701,0.10849436270547,0.108084404625798,0.10842434805504,0.116526031294627
"11",0.59202878494326,0.541101577636313,0.536396346526432,0.54027124273457,0.554386936064213,0.544699695543869,NA,0.601300858012732,0.562551895931359,0.10567017079856,0.105179122395026,0.12499301797625,0.114335645228114,0.123574998386759,0.106362351811395,NA,0.104500777289463,0.112184890576363
"12",0.563949044585987,0.557070063694267,0.531082802547771,0.558471337579618,0.569171974522293,0.601146496815287,0.543566878980892,0.595286624203822,0.60343949044586,0.0996886843747471,0.0942777050148642,0.113479852906406,0.102060655808006,0.114110885962477,0.0928777835737894,0.0932485161956349,0.0922699869278094,0.102032901915327
"13",0.544609425435765,0.504454486765655,0.516462233699161,0.515558424790187,0.521885087153002,0.564880568108457,NA,0.55067785668173,0.52020658489348,0.104767231643134,0.102477968846702,0.120879917832533,0.111522569685467,0.120442046374303,0.102656029461283,NA,0.103334334912887,0.107868691631847
"14",0.530891197375615,0.528567523236741,0.528020776380536,0.514352104975396,0.517085839256424,0.503007107709131,0.490295243302351,0.525423728813559,0.561098961180973,0.0977186179269995,0.0945684404732746,0.116265455396696,0.105855418422739,0.114995217760611,0.0955217295876555,0.0938408555559411,0.0947332967748547,0.104335577859004
