"","RotSFPLS","RotSFPCA","RSFL","RSFMax","RSFCI","NOBJ","CoxLasso","CoxRidge","CoxBoost","RotSFPLS","RotSFPCA","RSFL","RSFMax","RSFCI","NOBJ","CoxLasso","CoxRidge","CoxBoost"
"1",0.568518518518518,0.519958847736625,0.496913580246914,0.543004115226337,0.485185185185185,0.566872427983539,NA,NA,0.536625514403292,0.14391146572838,0.140283269851408,0.151656907445137,0.142588675761982,0.149669792550988,0.141279631564537,NA,NA,0.159978623096438
"2",0.520716009654063,0.51810136765889,0.584271922767498,0.472646822204344,0.51810136765889,0.547666934835076,0.465205148833467,0.526749798873693,0.509251810136766,0.162197107828597,0.134793709123434,0.14875523881499,0.144275104803146,0.15195556583045,0.132989810565181,0.130817187521009,0.13142367582092,0.138361750263864
"3",0.538903297517599,0.535939236754353,0.522971470915154,0.517599110781771,0.496665431641349,0.589662838088181,NA,0.55650240829937,0.524824008892182,0.154741964879984,0.137781894287745,0.152671440154236,0.146235824790021,0.154769879373109,0.137922679093657,NA,0.135482740438622,0.153622573896343
"4",0.578571428571429,0.529017857142857,0.526339285714286,0.537276785714286,0.540848214285714,0.528571428571429,NA,0.586383928571429,0.5234375,0.144644512103235,0.131585165619661,0.143817527593011,0.13646746622611,0.144645866322509,0.132193862089348,NA,0.132852780363441,0.147772359249319
"5",0.56906429026098,0.531296414173563,0.549119456821557,0.531508593252705,0.564608529598982,0.601103331211543,0.526628474432421,0.580946318692977,0.559091873541269,0.140766636149262,0.140231708228039,0.150457752088111,0.14260940738823,0.149646206522391,0.14020542836376,0.140245792843805,0.139992091273668,0.155403885073987
"6",0.564687377113645,0.576877703499803,0.565670467951239,0.565080613448683,0.573535194651986,0.548171451042076,0.548957923712151,0.56999606763665,0.56252457727094,0.167428398348523,0.137817697916863,0.150399967085252,0.147271016447839,0.154895932356407,0.135931583770248,0.138399483730375,0.133823401789783,0.147999131901736
"7",0.52093973442288,0.489479060265577,0.55485188968335,0.475178753830439,0.493156281920327,0.531767109295199,0.463329928498468,0.533197139938713,0.465168539325843,0.157889842738725,0.137151054639862,0.156916881420109,0.148593504787172,0.157673021524528,0.138743022467575,0.135839928725112,0.136256811052642,0.158297361695285
"8",0.514897020595881,0.484703059388122,0.523895220955809,0.498900219956009,0.473505298940212,0.501899620075985,0.494901019796041,0.498100379924015,0.510697860427914,0.144380194208635,0.131724171333411,0.143309290277062,0.135314195847898,0.144160869520895,0.130694574968166,0.132828738821407,0.131896156696155,0.146604952016272
"9",0.623296703296703,0.575164835164835,0.544395604395604,0.597142857142857,0.583076923076923,0.610769230769231,NA,NA,0.574065934065934,0.14218390703937,0.140849376562739,0.153398933677262,0.142839087286924,0.150224641120893,0.140869842183564,NA,NA,0.156097691844313
"10",0.579147640791476,0.538812785388128,0.564878234398782,0.626902587519026,0.549467275494673,0.587899543378995,0.494482496194825,0.609969558599696,0.549847792998478,0.168790693257149,0.137295425562831,0.151304265048559,0.145812600404624,0.15575459813831,0.136254544489016,0.131563580492524,0.133631510090385,0.140387100194874
